,node1,node2,gender1,gender2,grt,score,biscore
7774,105,119,2,2,1,[0.80723333],1
7775,666,984,1,2,0,[0.5329106],0
7776,519,963,1,1,1,[0.6247407],0
7777,593,707,2,2,1,[0.8220156],1
7778,430,449,2,1,0,[0.6823356],0
7779,317,471,1,1,1,[0.86502707],1
7780,22,612,1,1,1,[0.7796556],1
7781,14,195,1,1,1,[0.77375495],1
7782,14,283,1,1,0,[0.82095486],1
7783,415,523,2,2,1,[0.90095466],1
7784,24,113,2,2,1,[0.80010957],1
7785,134,918,1,1,0,[0.71294874],0
7786,149,530,2,2,1,[0.81894135],1
7787,267,326,1,2,0,[0.7494382],0
7788,104,798,1,1,0,[0.76544803],0
7789,15,622,2,2,0,[0.82276684],1
7790,666,904,1,1,0,[0.60004777],0
7791,133,580,2,2,0,[0.8538028],1
7792,188,402,2,2,0,[0.8190076],1
7793,105,1013,2,1,0,[0.7191712],0
7794,171,378,1,2,0,[0.7840158],1
7795,455,894,1,1,1,[0.5470872],0
7796,614,842,2,2,0,[0.60728705],0
7797,161,194,2,2,1,[0.8717144],1
7798,528,881,1,2,0,[0.7189734],0
7799,9,307,2,2,1,[0.8405829],1
7800,331,397,1,1,1,[0.86072934],1
7801,48,205,2,2,1,[0.8514216],1
7802,92,210,1,2,0,[0.7624471],0
7803,334,577,1,2,1,[0.886063],1
7804,1,328,2,1,1,[0.81507075],1
7805,177,873,2,2,0,[0.6515707],0
7806,240,596,2,1,1,[0.8847911],1
7807,45,747,1,2,0,[0.7785568],1
7808,308,470,2,2,1,[0.8434151],1
7809,251,670,2,1,0,[0.7813574],1
7810,296,859,2,2,1,[0.76771337],0
7811,276,694,1,1,1,[0.7845852],1
7812,304,987,2,2,0,[0.5935707],0
7813,29,376,1,2,0,[0.7449948],0
7814,681,864,2,2,0,[0.6581762],0
7815,121,290,2,1,1,[0.83873326],1
7816,54,347,2,1,0,[0.8239908],1
7817,236,548,1,1,1,[0.62345403],0
7818,419,824,1,2,1,[0.7444058],0
7819,142,528,1,1,1,[0.85555184],1
7820,258,464,2,2,0,[0.68520445],0
7821,361,555,2,2,1,[0.7898146],1
7822,710,730,1,2,0,[0.62966573],0
7823,130,903,1,2,0,[0.5958308],0
7824,337,767,2,2,1,[0.75839186],0
7825,668,959,1,2,0,[0.58461165],0
7826,723,1048,1,2,0,[0.54604125],0
7827,398,462,1,1,1,[0.7983403],1
7828,30,291,2,1,0,[0.8153598],1
7829,222,330,1,1,1,[0.8461649],1
7830,200,787,1,1,1,[0.8135018],1
7831,22,934,1,1,0,[0.6399551],0
7832,162,676,1,2,1,[0.7083138],0
7833,550,569,1,2,0,[0.7408135],0
7834,254,981,2,2,0,[0.73795307],0
7835,223,305,1,1,1,[0.8379987],1
7836,266,339,1,1,1,[0.866774],1
7837,215,830,1,1,0,[0.67034256],0
7838,179,798,1,1,0,[0.79230416],1
7839,369,727,1,2,0,[0.7485],0
7840,223,357,1,2,0,[0.81622565],1
7841,366,823,2,1,0,[0.6842948],0
7842,270,298,2,1,1,[0.86245835],1
7843,62,416,1,1,1,[0.8378524],1
7844,64,456,1,1,1,[0.68975496],0
7845,143,872,1,1,0,[0.76735324],0
7846,200,872,1,1,1,[0.7731819],1
7847,244,278,1,1,1,[0.8391038],1
7848,23,370,1,2,1,[0.85753834],1
7849,291,746,1,1,0,[0.8270051],1
7850,49,161,2,2,1,[0.81825083],1
7851,136,594,1,2,1,[0.7718287],1
7852,207,459,1,1,0,[0.8114649],1
7853,832,933,2,2,1,[0.77726114],1
7854,175,738,2,1,0,[0.74164206],0
7855,331,398,1,1,1,[0.8440705],1
7856,373,523,1,2,0,[0.8328041],1
7857,935,962,2,1,0,[0.62135744],0
7858,91,798,2,1,1,[0.795953],1
7859,337,666,2,1,0,[0.698824],0
7860,137,996,2,2,0,[0.6069719],0
7861,382,871,2,2,0,[0.78582954],1
7862,7,294,1,2,0,[0.72560817],0
7863,404,426,1,2,0,[0.78920186],1
7864,829,1039,1,2,0,[0.43957213],0
7865,38,118,2,2,0,[0.8289303],1
7866,113,399,2,2,1,[0.8467816],1
7867,250,293,2,2,1,[0.8051421],1
7868,143,229,1,1,1,[0.80795056],1
7869,362,419,1,1,1,[0.77527726],1
7870,45,470,1,2,0,[0.8147288],1
7871,134,365,1,1,1,[0.8342186],1
7872,81,460,1,1,0,[0.72663915],0
7873,408,979,2,2,0,[0.64775914],0
7874,677,742,2,1,0,[0.60337746],0
7875,253,398,1,1,1,[0.85403436],1
7876,110,327,2,2,0,[0.7301803],0
7877,883,1031,2,1,0,[0.5572521],0
7878,141,985,2,1,0,[0.6995772],0
7879,28,757,2,1,0,[0.6390693],0
7880,632,1036,1,1,0,[0.5076011],0
7881,558,906,2,2,0,[0.67184734],0
7882,535,555,1,2,1,[0.79978865],1
7883,793,865,2,1,0,[0.57048225],0
7884,246,719,2,1,0,[0.656322],0
7885,163,710,2,1,0,[0.75406027],0
7886,287,956,1,1,0,[0.624769],0
7887,88,93,1,2,0,[0.7733063],1
7888,279,917,2,2,0,[0.71466136],0
7889,346,487,2,2,1,[0.8508441],1
7890,5,385,2,2,1,[0.8413727],1
7891,205,417,2,1,1,[0.87866724],1
7892,332,555,1,2,0,[0.80776215],1
7893,186,668,2,1,0,[0.7874335],1
7894,835,892,1,1,0,[0.6189128],0
7895,103,126,1,1,1,[0.79865307],1
7896,193,467,2,2,0,[0.72579753],0
7897,317,556,1,2,0,[0.7812824],1
7898,22,262,1,1,1,[0.80983454],1
7899,476,1029,2,2,0,[0.58670837],0
7900,102,342,2,2,0,[0.8245164],1
7901,42,160,1,2,0,[0.7553461],0
7902,392,822,2,2,1,[0.57553357],0
7903,422,928,2,2,1,[0.6725493],0
7904,47,249,1,2,0,[0.72548187],0
7905,151,175,2,2,0,[0.7667883],0
7906,294,351,2,2,1,[0.73823726],0
7907,124,256,2,2,0,[0.7913366],1
7908,704,755,2,2,1,[0.74159116],0
7909,271,721,1,1,0,[0.7402993],0
7910,455,785,1,1,0,[0.59650135],0
7911,39,464,1,2,0,[0.73808444],0
7912,604,705,2,2,1,[0.9045626],1
7913,550,830,1,1,0,[0.58363354],0
7914,174,399,2,2,1,[0.8410025],1
7915,77,1017,1,1,1,[0.62726986],0
7916,104,126,1,1,1,[0.7726991],1
7917,589,893,1,2,0,[0.53509736],0
7918,173,386,1,1,0,[0.79462606],1
7919,388,482,2,2,1,[0.7013927],0
7920,296,791,2,2,1,[0.69505936],0
7921,191,430,2,2,0,[0.79879683],1
7922,188,228,2,2,1,[0.83079314],1
7923,175,779,2,2,0,[0.6768454],0
7924,33,75,2,2,1,[0.7950292],1
7925,273,497,2,2,1,[0.775592],1
7926,169,284,2,2,1,[0.84082067],1
7927,385,655,2,2,0,[0.7703778],1
7928,495,637,1,2,0,[0.65499544],0
7929,117,698,2,1,0,[0.77469224],1
7930,96,100,2,2,1,[0.72278523],0
7931,761,962,2,1,0,[0.64916456],0
7932,10,1038,2,2,0,[0.6445814],0
7933,230,591,2,2,0,[0.785063],1
7934,40,102,1,2,0,[0.8239402],1
7935,25,339,2,1,1,[0.8710356],1
7936,462,803,1,2,0,[0.6476304],0
7937,498,846,2,1,0,[0.7018927],0
7938,103,184,1,1,0,[0.79645574],1
7939,895,1039,1,2,0,[0.5945631],0
7940,370,932,2,2,0,[0.76156276],0
7941,351,650,2,2,1,[0.73025155],0
7942,373,403,1,2,1,[0.7477688],0
7943,422,973,2,1,0,[0.64232826],0
7944,57,238,2,2,1,[0.71873957],0
7945,485,584,1,1,1,[0.67854184],0
7946,20,526,1,1,1,[0.8521002],1
7947,643,1031,1,1,0,[0.63934416],0
7948,606,869,2,2,0,[0.699131],0
7949,121,230,2,2,1,[0.84596395],1
7950,234,333,1,2,0,[0.76494575],0
7951,70,291,1,1,1,[0.82776076],1
7952,57,332,2,1,0,[0.7598636],0
7953,84,394,1,2,1,[0.8600608],1
7954,158,452,2,1,1,[0.8818631],1
7955,223,270,1,2,1,[0.8684706],1
7956,104,275,1,1,1,[0.79507446],1
7957,450,747,2,2,1,[0.7376677],0
7958,802,899,2,2,0,[0.7157343],0
7959,39,150,1,1,1,[0.77390707],1
7960,878,948,2,2,0,[0.58909136],0
7961,690,852,2,2,0,[0.6920955],0
7962,429,596,1,1,1,[0.8734037],1
7963,318,595,1,2,1,[0.8272398],1
7964,204,742,1,1,0,[0.7172229],0
7965,686,926,1,2,0,[0.5979206],0
7966,201,325,1,1,1,[0.81476504],1
7967,385,846,2,1,0,[0.7585852],0
7968,493,756,2,2,1,[0.69644624],0
7969,200,801,1,2,0,[0.7410792],0
7970,167,202,1,2,1,[0.79146355],1
7971,179,656,1,1,1,[0.8574994],1
7972,109,190,1,2,1,[0.8404165],1
7973,179,653,1,2,0,[0.8859492],1
7974,112,265,2,2,0,[0.80646586],1
7975,146,251,2,2,1,[0.8654985],1
7976,667,1000,1,2,0,[0.61480767],0
7977,102,953,2,1,1,[0.8356355],1
7978,797,875,2,2,1,[0.6377035],0
7979,180,536,1,1,1,[0.85502154],1
7980,562,611,1,2,0,[0.60684645],0
7981,249,495,2,1,0,[0.705047],0
7982,84,528,1,1,1,[0.8343705],1
7983,789,820,2,1,0,[0.74048674],0
7984,144,946,2,2,0,[0.63224906],0
7985,448,634,1,2,0,[0.6859999],0
7986,192,347,1,1,1,[0.8068955],1
7987,363,871,2,2,0,[0.7315967],0
7988,121,653,2,2,1,[0.89947563],1
7989,79,238,1,2,0,[0.6930974],0
7990,541,753,2,1,0,[0.73422146],0
7991,419,929,1,2,0,[0.69991124],0
7992,27,72,1,2,0,[0.80866265],1
7993,698,973,1,1,0,[0.6099181],0
7994,105,519,2,1,1,[0.8320394],1
7995,676,958,2,1,0,[0.5730786],0
7996,527,867,1,1,0,[0.57574445],0
7997,152,820,1,1,1,[0.7967848],1
7998,21,484,2,1,0,[0.81816214],1
7999,104,135,1,2,1,[0.8272668],1
8000,898,1032,1,2,0,[0.5202],0
8001,81,214,1,1,1,[0.8163347],1
8002,434,463,2,2,1,[0.7267302],0
8003,368,678,1,2,0,[0.63252634],0
8004,220,1032,2,2,1,[0.6585271],0
8005,60,252,2,1,0,[0.8222234],1
8006,35,771,1,1,0,[0.6375965],0
8007,386,757,1,1,0,[0.7497388],0
8008,85,998,2,1,1,[0.73909926],0
8009,232,1007,1,2,0,[0.7164679],0
8010,19,110,2,2,1,[0.73010695],0
8011,399,973,2,1,0,[0.7094189],0
8012,167,898,1,1,0,[0.6427023],0
8013,95,306,1,2,1,[0.8889524],1
8014,715,981,1,2,0,[0.5658215],0
8015,127,148,2,1,1,[0.8314275],1
8016,245,398,1,1,1,[0.8459059],1
8017,227,482,2,2,0,[0.74307835],0
8018,97,697,1,1,0,[0.75266314],0
8019,447,847,2,2,1,[0.71349114],0
8020,132,161,1,2,1,[0.78783524],1
8021,231,1017,1,1,0,[0.7082889],0
8022,156,380,1,2,1,[0.8459911],1
8023,303,912,2,2,0,[0.87512904],1
8024,744,934,2,1,1,[0.52183825],0
8025,96,215,2,1,1,[0.7720374],1
8026,143,339,1,1,1,[0.85589725],1
8027,102,780,2,1,0,[0.8001564],1
8028,87,991,2,2,0,[0.7089453],0
8029,98,323,1,1,1,[0.75092256],0
8030,61,67,1,1,1,[0.7636269],0
8031,236,287,1,1,0,[0.6627841],0
8032,543,557,2,2,0,[0.75754905],0
8033,446,1035,1,2,0,[0.58536583],0
8034,668,734,1,1,0,[0.56143653],0
8035,575,693,1,1,0,[0.63745064],0
8036,429,577,1,2,1,[0.9003742],1
8037,159,617,2,2,1,[0.73909175],0
8038,172,955,1,1,1,[0.6194362],0
8039,102,750,2,2,1,[0.9099782],1
8040,138,679,2,2,0,[0.6698128],0
8041,110,394,2,2,0,[0.84481],1
8042,108,205,2,2,0,[0.86127913],1
8043,377,763,1,2,0,[0.7841804],1
8044,282,607,1,2,0,[0.5829972],0
8045,139,840,1,2,0,[0.72965467],0
8046,533,614,1,2,0,[0.64551896],0
8047,178,495,1,1,1,[0.65792024],0
8048,1,96,2,2,1,[0.72945386],0
8049,94,391,1,2,1,[0.7876334],1
8050,480,606,2,2,0,[0.79338306],1
8051,289,595,1,2,0,[0.8304676],1
8052,106,184,1,1,0,[0.7940571],1
8053,712,952,2,2,0,[0.63556015],0
8054,784,1024,2,2,0,[0.47640565],0
8055,113,115,2,2,1,[0.82375574],1
8056,46,884,1,2,0,[0.6820349],0
8057,626,695,2,2,0,[0.6924363],0
8058,29,327,1,2,1,[0.70851964],0
8059,22,45,1,1,1,[0.7448845],0
8060,223,646,1,1,0,[0.85532606],1
8061,338,555,1,2,1,[0.79090273],1
8062,237,970,1,2,0,[0.57552505],0
8063,105,426,2,2,0,[0.88359064],1
8064,44,468,2,2,0,[0.86345166],1
8065,38,410,2,2,1,[0.7413099],0
8066,122,444,2,2,1,[0.89989936],1
8067,56,171,1,1,1,[0.7296208],0
8068,42,328,1,1,1,[0.81811094],1
8069,71,393,1,1,0,[0.7436265],0
8070,556,964,2,2,0,[0.627813],0
8071,2,152,2,1,1,[0.7484665],0
8072,110,940,2,2,0,[0.67092216],0
8073,115,580,2,2,1,[0.8396266],1
8074,39,376,1,2,0,[0.7926013],1
8075,5,615,2,2,1,[0.82714975],1
8076,366,373,2,1,0,[0.70172703],0
8077,273,700,2,2,0,[0.7846965],1
8078,35,833,1,1,0,[0.6619641],0
8079,370,428,2,2,0,[0.8463271],1
8080,7,15,1,2,1,[0.8091991],1
8081,688,987,2,2,0,[0.61203796],0
8082,411,540,2,1,0,[0.6862504],0
8083,361,742,2,1,0,[0.7156339],0
8084,40,42,1,1,1,[0.7073706],0
8085,271,386,1,1,1,[0.8571549],1
8086,9,632,2,1,0,[0.6472348],0
8087,245,358,1,2,1,[0.8430165],1
8088,837,1003,2,2,0,[0.59525084],0
8089,106,251,1,2,0,[0.86360794],1
8090,189,301,1,1,1,[0.82925326],1
8091,411,517,2,1,1,[0.74310476],0
8092,378,387,2,1,0,[0.72809595],0
8093,330,574,1,2,1,[0.8651378],1
8094,807,808,1,2,0,[0.5651007],0
8095,365,583,1,2,0,[0.8430303],1
8096,580,988,2,2,0,[0.68617874],0
8097,328,394,1,2,0,[0.89524895],1
8098,147,217,1,1,1,[0.8211517],1
8099,151,569,2,2,1,[0.78589594],1
8100,283,378,1,2,1,[0.83060604],1
8101,174,542,2,1,0,[0.8207982],1
8102,42,451,1,1,1,[0.83633184],1
8103,813,929,1,2,0,[0.6135742],0
8104,222,653,1,2,1,[0.89434993],1
8105,468,679,2,2,0,[0.7087882],0
8106,62,271,1,1,1,[0.8063059],1
8107,245,917,1,2,0,[0.72640437],0
8108,313,537,1,2,0,[0.64152557],0
8109,126,317,1,1,1,[0.8282786],1
8110,34,164,1,2,1,[0.68724954],0
8111,159,226,2,2,0,[0.73171204],0
8112,139,204,1,1,0,[0.8052091],1
8113,711,950,1,1,0,[0.5672384],0
8114,121,309,2,1,0,[0.83188134],1
8115,390,625,1,2,0,[0.803943],1
8116,356,643,1,1,1,[0.86458844],1
8117,109,291,1,1,1,[0.83864796],1
8118,601,764,2,1,0,[0.7793508],1
8119,60,299,2,1,1,[0.8389869],1
8120,398,456,1,1,1,[0.7398823],0
8121,315,600,2,2,1,[0.8161763],1
8122,119,398,2,1,1,[0.82329524],1
8123,396,1033,2,2,0,[0.5557168],0
8124,407,637,2,2,0,[0.80425733],1
8125,430,741,2,2,1,[0.8160589],1
8126,11,87,2,2,1,[0.85097486],1
8127,16,840,2,2,0,[0.73788583],0
8128,313,645,1,2,0,[0.82213044],1
8129,357,815,2,2,0,[0.74122566],0
8130,109,244,1,1,1,[0.8061245],1
8131,236,807,1,1,0,[0.5966311],0
8132,403,841,2,1,0,[0.6426237],0
8133,405,431,1,2,0,[0.79427284],1
8134,209,328,2,1,0,[0.83198303],1
8135,62,179,1,1,1,[0.7865147],1
8136,542,717,1,1,1,[0.78488654],1
8137,39,596,1,1,1,[0.8328443],1
8138,410,714,2,2,1,[0.72531617],0
8139,252,781,1,1,0,[0.65322876],0
8140,354,700,1,2,0,[0.74245816],0
8141,158,169,2,2,1,[0.83300364],1
8142,259,281,2,1,0,[0.76279324],0
8143,5,601,2,2,0,[0.8749073],1
8144,157,202,2,2,0,[0.81887835],1
8145,204,961,1,2,0,[0.70124406],0
8146,301,587,1,2,0,[0.64032924],0
8147,20,101,1,1,1,[0.7512644],0
8148,202,967,2,2,0,[0.6822346],0
8149,232,451,1,1,1,[0.87185836],1
8150,113,318,2,1,1,[0.8151949],1
8151,570,858,1,1,0,[0.6401944],0
8152,320,402,2,2,1,[0.70474976],0
8153,669,742,1,1,0,[0.6610494],0
8154,290,356,1,1,1,[0.87296784],1
8155,71,224,1,2,1,[0.81333226],1
8156,89,911,2,2,1,[0.7012511],0
8157,10,443,2,2,1,[0.79426473],1
8158,29,775,1,1,0,[0.72606725],0
8159,240,298,2,1,1,[0.86777145],1
8160,218,301,1,1,1,[0.789838],1
8161,515,686,2,1,0,[0.6254007],0
8162,316,663,1,1,0,[0.78887093],1
8163,229,746,1,1,1,[0.8062325],1
8164,660,940,2,2,0,[0.66805303],0
8165,140,230,2,2,1,[0.8268433],1
8166,94,139,1,1,1,[0.76703876],0
8167,732,957,1,1,0,[0.59896725],0
8168,147,643,1,1,1,[0.82759434],1
8169,12,519,1,1,1,[0.8242066],1
8170,307,416,2,1,1,[0.8877934],1
8171,61,285,1,1,0,[0.8235552],1
8172,233,380,2,2,1,[0.8279972],1
8173,162,667,1,1,1,[0.70693374],0
8174,140,259,2,2,1,[0.82454264],1
8175,299,526,1,1,1,[0.8713682],1
8176,24,73,2,2,1,[0.8321225],1
8177,588,1001,1,1,0,[0.6031822],0
8178,94,1012,1,1,0,[0.6593661],0
8179,758,846,2,1,0,[0.5879018],0
8180,540,768,1,2,1,[0.65248793],0
8181,62,662,1,1,1,[0.80349463],1
8182,941,970,1,2,0,[0.6445842],0
8183,846,954,1,2,0,[0.5921803],0
8184,260,331,1,1,1,[0.8302457],1
8185,41,215,1,1,1,[0.77290577],1
8186,727,873,2,2,0,[0.6088451],0
8187,245,442,1,2,0,[0.82870895],1
8188,7,601,1,2,1,[0.856806],1
8189,484,940,1,2,0,[0.68297666],0
8190,305,935,1,2,0,[0.69852],0
8191,371,938,2,2,0,[0.74129933],0
8192,327,436,2,2,0,[0.7844492],1
8193,181,949,1,2,0,[0.66272503],0
8194,663,906,1,2,0,[0.64000076],0
8195,363,968,2,2,0,[0.7455665],0
8196,164,913,2,2,0,[0.6111242],0
8197,176,797,2,2,0,[0.7316345],0
8198,163,292,2,1,1,[0.7687233],0
8199,731,977,1,1,0,[0.64198565],0
8200,590,810,1,2,0,[0.7850562],1
8201,108,520,2,2,1,[0.80635804],1
8202,520,542,2,1,1,[0.81014687],1
8203,205,824,2,2,0,[0.7774281],1
8204,296,566,2,1,1,[0.72854066],0
8205,314,784,2,2,0,[0.5566889],0
8206,152,276,1,1,1,[0.8025773],1
8207,0,365,1,1,1,[0.7800693],1
8208,358,800,2,1,0,[0.6644529],0
8209,177,397,2,1,0,[0.80657274],1
8210,490,622,1,2,1,[0.8132691],1
8211,841,938,1,2,0,[0.5614926],0
8212,741,803,2,2,0,[0.7050018],0
8213,534,730,2,2,1,[0.6277669],0
8214,469,933,1,2,0,[0.7466631],0
8215,403,668,2,1,0,[0.7682416],0
8216,121,911,2,2,0,[0.7341846],0
8217,748,826,1,1,0,[0.66795564],0
8218,28,982,2,2,1,[0.58839667],0
8219,147,314,1,2,0,[0.7566964],0
8220,59,265,1,2,0,[0.77590734],1
8221,223,755,1,2,0,[0.777068],1
8222,46,266,1,1,0,[0.7629035],0
8223,179,289,1,1,1,[0.8398396],1
8224,52,95,1,1,1,[0.8342882],1
8225,2,884,2,2,0,[0.7203719],0
8226,220,714,2,2,0,[0.7378258],0
8227,338,441,1,2,0,[0.7364346],0
8228,471,592,1,2,0,[0.7924222],1
8229,139,361,1,2,1,[0.8131745],1
8230,26,331,1,1,1,[0.8178161],1
8231,243,772,1,2,0,[0.68304455],0
8232,77,350,1,2,0,[0.7342925],0
8233,978,1039,1,2,0,[0.5198406],0
8234,490,524,1,1,1,[0.8000711],1
8235,13,469,2,1,1,[0.82012033],1
8236,409,753,2,1,0,[0.6586395],0
8237,796,883,1,2,0,[0.6047951],0
8238,89,702,2,2,1,[0.7083203],0
8239,707,975,2,2,0,[0.6213864],0
8240,228,426,2,2,1,[0.8485414],1
8241,99,490,1,1,1,[0.8206964],1
8242,906,936,2,2,0,[0.6680426],0
8243,259,375,2,2,1,[0.85464656],1
8244,334,384,1,1,1,[0.8561265],1
8245,133,306,2,2,1,[0.8857269],1
8246,520,671,2,2,1,[0.8018422],1
8247,11,221,2,2,0,[0.77636117],1
8248,488,797,2,2,1,[0.6798997],0
8249,89,504,2,2,1,[0.7686251],0
8250,523,601,2,2,1,[0.90043294],1
8251,603,704,1,2,0,[0.69755197],0
8252,75,255,2,2,1,[0.84920675],1
8253,103,702,1,2,0,[0.71233183],0
8254,331,660,1,2,0,[0.7692813],0
8255,433,839,1,1,1,[0.74179804],0
8256,67,203,1,2,1,[0.765117],0
8257,475,807,1,1,1,[0.5800751],0
8258,40,601,1,2,1,[0.8485218],1
8259,512,609,2,2,1,[0.60313743],0
8260,66,190,2,2,1,[0.88585794],1
8261,311,446,1,1,0,[0.79633474],1
8262,14,215,1,1,1,[0.76862913],0
8263,51,258,1,2,0,[0.7206304],0
8264,119,421,2,2,0,[0.7618624],0
8265,679,724,2,2,0,[0.581016],0
8266,245,1003,1,2,0,[0.7359705],0
8267,116,542,1,1,1,[0.8312905],1
8268,454,919,2,2,1,[0.71826005],0
8269,593,874,2,2,0,[0.7862383],1
8270,105,554,2,1,1,[0.8082409],1
8271,513,985,2,1,0,[0.6373486],0
8272,528,765,1,1,0,[0.7272494],0
8273,501,905,1,1,0,[0.7652361],0
8274,150,247,1,1,1,[0.82353985],1
8275,98,571,1,1,1,[0.79303265],1
8276,254,308,2,2,1,[0.8513084],1
8277,117,386,2,1,1,[0.8617504],1
8278,197,541,1,2,1,[0.81634825],1
8279,258,504,2,2,0,[0.6875909],0
8280,855,913,2,2,0,[0.6234143],0
8281,814,825,2,2,0,[0.6757802],0
8282,425,553,1,2,0,[0.8009667],1
8283,278,825,1,2,0,[0.76179004],0
8284,7,283,1,1,1,[0.81759673],1
8285,405,406,1,2,0,[0.8165715],1
8286,479,498,2,2,0,[0.7308623],0
8287,49,541,2,2,0,[0.833143],1
8288,790,859,2,2,1,[0.69369537],0
8289,228,259,2,2,1,[0.8008903],1
8290,701,1042,1,2,0,[0.57633364],0
8291,85,213,2,1,1,[0.81389606],1
8292,735,813,1,1,1,[0.657602],0
8293,306,429,2,1,1,[0.86627656],1
8294,690,945,2,2,0,[0.75791883],0
8295,137,811,2,2,0,[0.71534544],0
8296,173,479,1,2,0,[0.6466733],0
8297,378,601,2,2,1,[0.87538034],1
8298,38,848,2,2,0,[0.62767327],0
8299,427,573,1,2,0,[0.6737096],0
8300,629,790,2,2,0,[0.63916975],0
8301,293,687,2,2,0,[0.7797926],1
8302,498,600,2,2,1,[0.7957567],1
8303,96,610,2,2,0,[0.6664057],0
8304,270,365,2,1,1,[0.8597595],1
8305,309,913,1,2,0,[0.6591146],0
8306,331,341,1,2,1,[0.84487325],1
8307,26,269,1,1,0,[0.76333743],0
8308,444,488,2,2,0,[0.7921287],1
8309,266,278,1,1,1,[0.85912955],1
8310,342,788,2,1,0,[0.5991736],0
8311,60,453,2,2,0,[0.7551873],0
8312,329,397,1,1,0,[0.86520857],1
8313,16,127,2,2,0,[0.8626617],1
8314,124,970,2,2,1,[0.6617196],0
8315,75,874,2,2,1,[0.7761296],1
8316,605,619,2,1,0,[0.8312134],1
8317,242,905,2,1,0,[0.7388671],0
8318,6,855,2,2,0,[0.7930446],1
8319,46,514,1,2,0,[0.7134998],0
8320,375,767,2,2,0,[0.79923123],1
8321,139,332,1,1,1,[0.823104],1
8322,259,275,2,1,1,[0.81339914],1
8323,290,317,1,1,1,[0.84000874],1
8324,7,619,1,1,1,[0.82914376],1
8325,302,627,1,2,0,[0.80161566],1
8326,10,529,2,2,1,[0.7873117],1
8327,85,914,2,2,1,[0.76482886],0
8328,307,751,2,2,1,[0.85947514],1
8329,201,937,1,2,0,[0.72566056],0
8330,279,335,2,2,1,[0.790735],1
8331,95,487,1,2,0,[0.864695],1
8332,304,592,2,2,0,[0.68686754],0
8333,289,324,1,1,1,[0.8617442],1
8334,903,1049,2,1,0,[0.49288297],0
8335,169,997,2,2,0,[0.7212025],0
8336,25,417,2,1,1,[0.8810931],1
8337,937,997,2,2,0,[0.6376787],0
8338,122,415,2,2,1,[0.9073896],1
8339,350,713,2,2,1,[0.7454734],0
8340,180,382,1,2,1,[0.87516683],1
8341,109,253,1,1,0,[0.8278593],1
8342,646,648,1,2,0,[0.8053365],1
8343,273,820,2,1,0,[0.81124496],1
8344,107,507,1,2,1,[0.8559954],1
8345,422,554,2,1,0,[0.7471124],0
8346,160,741,2,2,1,[0.8417046],1
8347,640,890,1,1,0,[0.6942608],0
8348,255,645,2,2,1,[0.8822365],1
8349,142,888,1,2,0,[0.7925993],1
8350,46,209,1,2,0,[0.7665467],0
8351,261,639,2,2,1,[0.8420467],1
8352,310,429,2,1,0,[0.8754673],1
8353,75,585,2,2,0,[0.7148767],0
8354,93,530,2,2,1,[0.7855751],1
8355,288,594,2,2,1,[0.741219],0
8356,780,954,1,2,0,[0.60850555],0
8357,103,179,1,1,1,[0.81195915],1
8358,693,732,1,1,0,[0.6065506],0
8359,836,978,1,1,0,[0.5379899],0
8360,666,914,1,2,0,[0.60717005],0
8361,42,74,1,1,1,[0.74470323],0
8362,80,999,1,1,0,[0.6405202],0
8363,603,880,1,2,1,[0.6657725],0
8364,313,648,1,2,0,[0.73053664],0
8365,9,209,2,2,1,[0.79992205],1
8366,190,339,2,1,1,[0.8618834],1
8367,101,697,1,1,0,[0.7397312],0
8368,659,755,2,2,0,[0.67533016],0
8369,208,705,2,2,1,[0.89014596],1
8370,141,193,2,2,1,[0.77471673],1
8371,25,349,2,2,1,[0.88438684],1
8372,117,259,2,2,1,[0.8328569],1
8373,10,503,2,2,1,[0.8134947],1
8374,590,1039,1,2,0,[0.6427399],0
8375,322,895,2,1,0,[0.78944856],1
8376,198,1002,2,2,0,[0.6489447],0
8377,49,158,2,2,1,[0.8769706],1
8378,618,893,2,2,1,[0.5819379],0
8379,205,959,2,2,0,[0.6904171],0
8380,157,588,2,1,0,[0.74103534],0
8381,352,423,2,2,0,[0.7510917],0
8382,111,138,2,2,0,[0.79012525],1
8383,415,528,2,1,1,[0.8910901],1
8384,475,809,1,2,0,[0.57536614],0
8385,85,679,2,2,0,[0.7082868],0
8386,32,104,1,1,1,[0.7627607],0
8387,179,543,1,2,0,[0.8254213],1
8388,278,386,1,1,1,[0.8745008],1
8389,223,829,1,1,0,[0.6499616],0
8390,404,814,1,2,0,[0.6868813],0
8391,191,328,2,1,1,[0.8521627],1
8392,326,920,2,2,0,[0.6315015],0
8393,186,967,2,2,0,[0.6719212],0
8394,9,214,2,1,1,[0.78787273],1
8395,140,638,2,2,0,[0.85113597],1
8396,573,1046,2,1,0,[0.56288534],0
8397,163,613,2,2,0,[0.75295585],0
8398,65,424,1,1,0,[0.7756425],1
8399,132,890,1,1,0,[0.7137184],0
8400,416,619,1,1,1,[0.86243],1
8401,500,571,1,1,1,[0.7605497],0
8402,506,685,1,1,0,[0.70652086],0
8403,25,377,2,1,1,[0.8707745],1
8404,481,810,2,2,1,[0.7560836],0
8405,364,582,2,2,1,[0.87078226],1
8406,648,792,2,2,1,[0.6556282],0
8407,762,991,2,2,0,[0.57573605],0
8408,50,360,1,1,1,[0.79775554],1
